sgRNA,Gene,initial.count,final.count
133,34,40,278
134,34,226,530
135,34,221,156
136,34,0,0
137,35,14,26
138,35,26,293
139,35,273,100
140,35,6,100
141,36,276,1674
142,36,212,306
143,36,75,357
144,36,79,394
145,37,147,256
146,37,274,1054
147,37,101,186
148,37,135,816
149,38,131,1032
150,38,90,326
151,38,87,472
152,38,324,392
153,39,179,363
154,39,114,218
155,39,172,571
156,39,317,191
157,40,61,355
158,40,59,783
159,40,116,318
160,40,273,715
161,41,100,264
162,41,150,1430
163,41,56,597
164,41,94,70
165,42,288,1404
166,42,131,302
167,42,84,143
168,42,149,1256
169,43,53,1113
170,43,22,239
171,43,155,568
172,43,86,345
173,44,36,138
174,44,84,441
175,44,43,227
176,44,71,59
177,45,26,32
178,45,178,454
179,45,105,204
180,45,60,180
181,46,109,282
182,46,41,34
183,46,87,293
184,46,260,1545
185,47,16,90
186,47,115,421
187,47,199,979
188,47,114,695
189,48,51,137
190,48,82,519
191,48,77,357
192,48,93,422
193,49,68,702
194,49,44,215
195,49,16,255
196,49,112,329
197,50,65,407
198,50,53,267
199,50,34,60
200,50,7,318
201,51,345,580
202,51,168,366
203,51,125,192
204,51,139,302
205,52,115,100
206,52,29,109
207,52,36,98
208,52,60,197
209,53,150,281
210,53,139,40
211,53,255,185
212,53,19,307
213,54,167,292
214,54,139,533
215,54,321,1092
216,54,128,759
217,55,32,247
218,55,160,477
219,55,123,240
220,55,146,299
221,56,576,1927
222,56,28,89
223,56,12,185
224,56,38,18
225,57,31,98
226,57,96,188
227,57,365,322
228,57,107,385
229,58,116,666
230,58,54,132
231,58,28,0
232,58,211,254
233,59,31,345
234,59,164,238
235,59,56,236
236,59,92,108
237,60,71,302
238,60,59,228
239,60,65,502
240,60,156,169
241,61,119,531
242,61,91,337
243,61,2,74
244,61,84,212
245,62,31,79
246,62,267,512
247,62,118,104
248,62,89,239
249,63,107,303
250,63,154,286
251,63,46,130
252,63,30,74
253,64,35,123
254,64,17,29
255,64,8,2
256,64,140,416
257,65,130,302
258,65,63,442
259,65,170,152
260,65,51,230
261,66,83,109
262,66,56,24
263,66,46,87
264,66,93,383
265,67,16,66
266,67,36,210
267,67,84,255
268,67,39,292
269,68,285,802
270,68,505,966
271,68,120,128
272,68,90,331
273,69,12,143
274,69,40,19
275,69,106,220
276,69,72,423
277,70,248,782
278,70,116,313
279,70,69,46
280,70,125,776
281,71,106,212
282,71,91,620
283,71,291,509
284,71,58,460
285,72,62,232
286,72,56,302
287,72,225,805
288,72,46,67
289,73,71,30
290,73,100,118
291,73,201,539
292,73,77,390
293,74,245,1697
294,74,134,834
295,74,45,367
296,74,143,252
297,75,80,703
298,75,129,48
299,75,195,525
300,75,52,410
301,76,45,149
302,76,189,85
303,76,648,1063
304,76,192,561
305,77,1,1
306,77,87,778
307,77,190,87
308,77,12,100
309,78,106,80
310,78,137,292
311,78,92,140
312,78,450,462
313,79,309,481
314,79,14,49
315,79,18,94
316,79,85,357
317,80,238,550
318,80,158,411
319,80,49,86
320,80,83,68
321,81,580,1186
322,81,159,207
323,81,38,21
324,81,70,77
325,82,378,1667
326,82,179,296
327,82,21,472
328,82,109,452
329,83,134,429
330,83,70,127
331,83,282,545
332,83,181,613
333,84,76,365
334,84,39,146
335,84,68,277
336,84,87,208
337,85,14,148
338,85,36,58
339,85,107,235
340,85,33,298
341,86,118,252
342,86,42,123
343,86,305,1142
344,86,18,300
345,87,117,608
346,87,99,213
347,87,194,648
348,87,98,485
349,88,167,123
350,88,110,386
351,88,236,1362
352,88,108,157
353,89,22,169
354,89,249,663
355,89,183,252
356,89,82,570
357,90,156,624
358,90,18,74
359,90,26,207
360,90,28,140
361,91,29,291
362,91,254,242
363,91,134,173
364,91,17,1
365,92,124,256
366,92,66,36
367,92,85,300
368,92,40,533
369,93,94,59
370,93,64,103
371,93,178,1581
372,93,78,541
373,94,286,620
374,94,65,260
375,94,62,176
376,94,219,413
377,95,65,423
378,95,74,229
379,95,180,436
380,95,145,339
381,96,35,124
382,96,121,54
383,96,115,86
384,96,201,216
385,97,68,353
386,97,153,374
387,97,224,567
388,97,244,259
389,98,186,376
390,98,82,72
391,98,39,114
392,98,53,171
393,99,106,402
394,99,120,281
395,99,90,338
396,99,181,698
397,100,178,518
398,100,50,298
399,100,107,432
400,100,176,286
401,101,43,168
402,101,209,232
403,101,45,236
404,101,28,230
405,102,89,50
406,102,315,307
407,102,36,88
408,102,265,382
409,103,179,26
410,103,38,60
411,103,154,349
412,103,123,230
413,104,60,63
414,104,87,261
415,104,138,248
416,104,49,42
417,105,68,68
418,105,69,84
419,105,40,49
420,105,65,224
421,106,225,205
422,106,42,160
423,106,106,49
424,106,74,65
425,107,91,118
426,107,187,219
427,107,143,242
428,107,171,389
429,108,284,271
430,108,80,219
431,108,137,1076
432,108,49,87
433,109,158,351
434,109,35,118
435,109,20,31
436,109,95,237
437,110,113,180
438,110,79,125
439,110,119,371
440,110,61,153
441,111,234,70
442,111,165,157
443,111,176,153
444,111,74,151
445,112,60,291
446,112,94,148
447,112,33,94
448,112,41,54
449,113,129,181
450,113,35,90
451,113,57,111
452,113,141,29
453,114,400,833
454,114,136,75
455,114,239,266
456,114,112,217
457,115,114,170
458,115,161,55
459,115,63,96
460,115,201,409
461,116,58,49
462,116,189,155
463,116,206,206
464,116,40,13
465,117,297,427
466,117,23,22
467,117,14,134
468,117,116,192
469,118,30,4
470,118,40,52
471,118,176,278
472,118,60,763
473,119,189,334
474,119,18,14
475,119,164,324
476,119,200,193
477,120,192,270
478,120,80,106
479,120,155,500
480,120,27,197
481,121,80,145
482,121,25,12
483,121,71,622
484,121,215,173
485,122,160,347
486,122,92,29
487,122,147,49
488,122,89,68
489,123,117,412
490,123,140,172
491,123,78,57
492,123,208,190
493,124,13,72
494,124,161,123
495,124,161,339
496,124,146,306
497,125,226,372
498,125,64,27
499,125,63,207
500,125,320,282
501,126,82,23
502,126,68,65
503,126,428,588
504,126,131,218
505,127,145,494
506,127,423,442
507,127,161,161
508,127,146,258
509,128,64,93
510,128,37,91
511,128,90,184
512,128,31,47
513,129,321,293
514,129,62,76
515,129,119,324
516,129,346,141
517,130,77,103
518,130,183,193
519,130,90,259
520,130,74,12
521,131,139,141
522,131,17,105
523,131,116,191
524,131,20,62
525,132,14,85
526,132,94,158
527,132,40,53
528,132,135,374
529,133,60,33
530,133,41,101
531,133,184,141
532,133,222,425
533,134,7,1
534,134,109,327
535,134,2,1
536,134,208,512
537,135,74,47
538,135,361,299
539,135,60,119
540,135,58,55
541,136,205,148
542,136,113,546
543,136,49,216
544,136,244,159
545,137,121,504
546,137,207,322
547,137,101,144
548,137,96,43
549,138,15,101
550,138,234,304
551,138,55,255
552,138,68,97
553,139,371,413
554,139,15,55
555,139,68,156
556,139,13,81
557,140,25,38
558,140,470,399
559,140,91,97
560,140,97,160
561,141,109,40
562,141,112,102
563,141,45,57
564,141,197,196
565,142,281,392
566,142,125,149
567,142,62,135
568,142,43,169
569,143,321,396
570,143,53,134
571,143,126,189
572,143,163,805
573,144,171,264
574,144,112,90
575,144,75,303
576,144,134,82
577,145,19,97
578,145,143,220
579,145,24,58
580,145,115,375
581,146,266,276
582,146,14,13
583,146,64,503
584,146,16,127
585,147,32,145
586,147,178,166
587,147,49,134
588,147,148,149
589,148,215,291
590,148,134,568
591,148,19,63
592,148,27,10
593,149,22,55
594,149,81,25
595,149,137,495
596,149,277,577
597,150,109,55
598,150,59,197
599,150,73,420
600,150,131,334
601,151,84,81
602,151,116,47
603,151,116,17
604,151,29,32
605,152,114,291
606,152,244,52
607,152,117,61
608,152,225,102
609,153,29,1
610,153,178,34
611,153,6,2
612,153,123,83
613,154,139,61
614,154,282,100
615,154,65,14
616,154,2,19
617,155,184,35
618,155,221,31
619,155,334,34
620,155,108,54
621,156,45,84
622,156,214,18
623,156,46,70
624,156,158,95
625,157,115,102
626,157,174,92
627,157,13,1
628,157,91,24
629,158,99,101
630,158,125,19
631,158,87,10
632,158,18,80
633,159,177,568
634,159,24,1
635,159,107,42
636,159,44,140
637,160,190,36
638,160,69,109
639,160,106,42
640,160,195,135
641,161,98,26
642,161,45,40
643,161,84,131
644,161,36,0
645,162,5,0
646,162,13,34
647,162,121,9
648,162,46,2
649,163,85,117
650,163,51,26
651,163,81,8
652,163,59,7
653,164,113,19
654,164,42,2
655,164,105,38
656,164,164,18
657,165,214,62
658,165,241,48
659,165,5,11
660,165,216,30
661,166,236,290
662,166,122,19
663,166,104,86
664,166,89,66
665,167,117,29
666,167,78,43
667,167,29,33
668,167,90,12
669,168,227,727
670,168,45,70
671,168,214,87
672,168,121,43
673,169,162,31
674,169,35,64
675,169,87,63
676,169,284,42
677,170,59,78
678,170,45,0
679,170,74,49
680,170,68,1
681,171,54,7
682,171,43,5
683,171,174,127
684,171,25,17
685,172,22,10
686,172,300,169
687,172,224,19
688,172,264,166
689,173,185,84
690,173,43,0
691,173,153,36
692,173,41,2
693,174,36,21
694,174,71,78
695,174,93,89
696,174,55,4
697,175,122,127
698,175,200,116
699,175,212,64
700,175,152,276
701,176,12,4
702,176,23,63
703,176,130,21
704,176,97,163
705,177,71,33
706,177,7,5
707,177,50,11
708,177,37,14
709,178,1,5
710,178,170,12
711,178,110,19
712,178,138,30
713,179,142,66
714,179,57,7
715,179,17,66
716,179,19,15
717,180,154,57
718,180,276,26
719,180,43,30
720,180,182,156
721,181,320,168
722,181,129,171
723,181,91,37
724,181,223,32
725,182,52,13
726,182,50,7
727,182,34,257
728,182,21,0
729,183,147,25
730,183,127,35
731,183,355,494
732,183,43,0
733,184,140,96
734,184,59,78
735,184,94,68
736,184,157,5
737,185,166,5
738,185,30,39
739,185,141,8
740,185,52,0
741,186,87,14
742,186,245,104
743,186,6,2
744,186,241,142
745,187,178,23
746,187,166,181
747,187,142,346
748,187,100,6
749,188,182,119
750,188,289,51
751,188,23,39
752,188,56,47
753,189,134,153
754,189,212,222
755,189,296,315
756,189,188,104
757,190,8,3
758,190,111,2
759,190,191,199
760,190,68,44
761,191,28,0
762,191,35,25
763,191,61,5
764,191,190,19
765,192,66,12
766,192,252,30
767,192,23,33
768,192,58,39
769,193,69,61
770,193,77,6
771,193,97,5
772,193,167,16
773,194,44,32
774,194,295,92
775,194,48,101
776,194,273,202
777,195,182,42
778,195,241,140
779,195,25,0
780,195,97,50
781,196,139,32
782,196,51,58
783,196,167,116
784,196,81,3
785,197,120,14
786,197,58,21
787,197,148,139
788,197,98,2
789,198,97,23
790,198,399,82
791,198,66,13
792,198,43,2
793,199,42,3
794,199,42,43
795,199,40,13
796,199,3,0
797,200,42,33
798,200,211,45
799,200,76,17
800,200,90,76
801,201,140,40
802,201,210,10
803,201,46,50
804,201,72,6
805,202,158,1
806,202,193,19
807,202,156,13
808,202,220,248
809,203,80,26
810,203,13,0
811,203,110,1
812,203,144,92
813,204,29,0
814,204,59,0
815,204,282,36
816,204,265,7
817,205,168,460
818,205,13,6
819,205,46,1
820,205,57,0
821,206,177,0
822,206,111,1
823,206,198,82
824,206,97,146
825,207,145,11
826,207,80,6
827,207,65,161
828,207,106,4
829,208,85,11
830,208,341,39
831,208,43,34
832,208,33,4
833,209,168,27
834,209,280,17
835,209,164,10
836,209,217,47
837,210,97,10
838,210,110,0
839,210,222,50
840,210,151,54
841,211,192,402
842,211,252,18
843,211,21,0
844,211,18,0
845,212,60,2
846,212,23,18
847,212,91,0
848,212,265,3
849,213,128,19
850,213,20,14
851,213,286,41
852,213,58,0
853,214,90,20
854,214,72,5
855,214,246,21
856,214,175,19
857,215,107,32
858,215,16,154
859,215,393,44
860,215,72,6
861,216,166,13
862,216,129,43
863,216,174,9
864,216,161,1
865,217,109,8
866,217,86,72
867,217,104,0
868,217,152,1
869,218,215,815
870,218,35,20
871,218,60,36
872,218,28,68
873,219,156,0
874,219,140,135
875,219,45,4
876,219,243,11
877,220,128,191
878,220,174,128
879,220,124,47
880,220,45,2
881,221,79,0
882,221,23,3
883,221,153,15
884,221,136,4
885,222,52,0
886,222,107,1
887,222,47,5
888,222,117,45
889,223,36,25
890,223,135,0
891,223,21,2
892,223,99,18
893,224,105,6
894,224,246,28
895,224,37,7
896,224,76,59
897,225,124,43
898,225,132,7
899,225,63,0
900,225,122,13
901,226,33,30
902,226,27,38
903,226,55,4
904,226,110,17
905,227,269,21
906,227,72,16
907,227,198,4
908,227,284,88
909,228,25,7
910,228,159,19
911,228,48,25
912,228,61,1
913,229,153,14
914,229,155,5
915,229,284,393
916,229,74,27
917,230,18,0
918,230,55,12
919,230,45,28
920,230,62,87
921,231,99,15
922,231,37,3
923,231,64,235
924,231,250,50
925,232,17,100
926,232,45,27
927,232,286,27
928,232,55,28
929,233,146,32
930,233,263,16
931,233,159,129
932,233,250,35
933,234,85,28
934,234,43,319
935,234,100,16
936,234,13,0
937,235,248,178
938,235,30,0
939,235,173,20
940,235,111,6
941,236,322,16
942,236,6,0
943,236,60,0
944,236,127,0
945,237,92,9
946,237,76,3
947,237,41,19
948,237,125,2
949,238,80,16
950,238,114,30
951,238,164,38
952,238,205,736
953,239,73,39
954,239,68,5
955,239,5,40
956,239,215,306
957,240,71,89
958,240,80,10
959,240,98,0
960,240,63,0
961,241,75,54
962,241,12,0
963,241,21,4
964,241,38,0
965,242,2,7
966,242,286,54
967,242,124,40
968,242,2,15
969,243,17,70
970,243,223,50
971,243,67,16
972,243,117,265
973,244,11,12
974,244,83,4
975,244,100,1
976,244,298,56
977,245,136,0
978,245,48,32
979,245,114,29
980,245,129,9
981,246,24,0
982,246,191,34
983,246,15,20
984,246,46,40
985,247,69,52
986,247,137,10
987,247,78,24
988,247,74,0
989,248,267,92
990,248,89,7
991,248,210,7
992,248,66,2
993,249,21,1
994,249,225,10
995,249,110,47
996,249,46,0
997,250,456,15
998,250,65,57
999,250,91,111
1000,250,82,3
1001,251,127,293
1002,251,68,3
1003,251,92,44
1004,251,161,0
1005,252,164,256
1006,252,353,12
1007,252,196,110
1008,252,150,1
1009,253,34,73
1010,253,197,0
1011,253,119,3
1012,253,92,101
1013,254,106,5
1014,254,88,0
1015,254,70,0
1016,254,91,343
1017,255,73,0
1018,255,151,0
1019,255,186,20
1020,255,217,0
1021,256,34,0
1022,256,118,253
1023,256,393,641
1024,256,176,6
1025,257,153,6
1026,257,208,11
1027,257,46,5
1028,257,47,0
1029,258,144,11
1030,258,190,5
1031,258,58,0
1032,258,109,0
1033,259,133,1
1034,259,25,0
1035,259,128,0
1036,259,17,35
1037,260,16,0
1038,260,72,0
1039,260,73,72
1040,260,41,16
1041,261,126,1
1042,261,109,0
1043,261,292,0
1044,261,87,0
1045,262,280,31
1046,262,40,0
1047,262,57,96
1048,262,145,5
1049,263,218,6
1050,263,131,0
1051,263,192,0
1052,263,59,1
1053,264,23,0
1054,264,233,4
1055,264,321,82
1056,264,72,3
1057,265,31,55
1058,265,130,90
1059,265,176,0
1060,265,60,1
1061,266,44,29
1062,266,39,0
1063,266,168,9
1064,266,278,13
1065,267,46,0
1066,267,209,393
1067,267,139,13
1068,267,125,6
1069,268,236,308
1070,268,24,1
1071,268,0,0
1072,268,363,463
1073,269,41,1
1074,269,70,583
1075,269,106,5
1076,269,192,28
1077,270,396,23
1078,270,59,4
1079,270,86,0
1080,270,431,14
1081,271,197,56
1082,271,44,0
1083,271,196,5
1084,271,32,12
1085,272,34,3
1086,272,125,0
1087,272,292,8
1088,272,205,42
1089,273,228,15
1090,273,60,38
1091,273,108,0
1092,273,33,26
1093,274,111,22
1094,274,170,3
1095,274,9,0
1096,274,329,79
1097,275,39,52
1098,275,136,0
1099,275,94,0
1100,275,310,26
1101,276,172,45
1102,276,143,0
1103,276,75,0
1104,276,129,6
1105,277,199,13
1106,277,211,0
1107,277,34,0
1108,277,229,33
1109,278,120,0
1110,278,252,4
1111,278,58,7
1112,278,7,0
1113,279,185,149
1114,279,46,1
1115,279,238,2
1116,279,271,16
1117,280,332,748
1118,280,111,0
1119,280,45,3
1120,280,145,1
1121,281,321,127
1122,281,79,0
1123,281,200,14
1124,281,75,22
1125,282,68,1
1126,282,87,66
1127,282,101,97
1128,282,74,0
1129,283,151,13
1130,283,29,3
1131,283,280,12
1132,283,136,2
1133,284,352,1
1134,284,103,6
1135,284,19,22
1136,284,27,0
1137,285,120,0
1138,285,52,10
1139,285,98,5
1140,285,226,49
1141,286,100,9
1142,286,115,8
1143,286,89,7
1144,286,89,7
1145,287,142,2
1146,287,168,0
1147,287,120,31
1148,287,286,1
1149,288,58,8
1150,288,65,0
1151,288,3,5
1152,288,152,5
1153,289,97,15
1154,289,161,15
1155,289,357,1
1156,289,319,2
1157,290,242,2
1158,290,252,72
1159,290,108,0
1160,290,108,1
1161,291,134,4
1162,291,339,157
1163,291,132,4
1164,291,63,0
1165,292,109,0
1166,292,46,108
1167,292,193,0
1168,292,302,10
1169,293,171,0
1170,293,188,20
1171,293,62,37
1172,293,231,6
1173,294,131,1
1174,294,48,41
1175,294,201,0
1176,294,63,0
1177,295,455,19
1178,295,170,23
1179,295,31,1
1180,295,284,289
1181,296,153,14
1182,296,124,231
1183,296,163,182
1184,296,152,1
1185,297,100,0
1186,297,156,0
1187,297,174,3
1188,297,82,0
1189,298,166,37
1190,298,190,2
1191,298,95,74
1192,298,39,68
1193,299,114,2
1194,299,183,0
1195,299,129,147
1196,299,78,1
1197,300,65,0
1198,300,11,0
1199,300,278,4
1200,300,131,152
1201,301,161,91
1202,301,237,143
1203,301,109,149
1204,301,1,12
1205,302,134,155
1206,302,31,113
1207,302,90,181
1208,302,247,249
1209,303,225,245
1210,303,183,675
1211,303,118,282
1212,303,180,55
1213,304,175,119
1214,304,142,172
1215,304,184,269
1216,304,241,215
1217,305,52,53
1218,305,241,162
1219,305,81,82
1220,305,13,115
1221,306,140,173
1222,306,178,508
1223,306,256,129
1224,306,64,63
1225,307,30,20
1226,307,27,59
1227,307,48,133
1228,307,51,84
1229,308,272,212
1230,308,82,108
1231,308,65,62
1232,308,97,31
1233,309,261,138
1234,309,122,138
1235,309,104,92
1236,309,185,38
1237,310,269,185
1238,310,204,216
1239,310,24,56
1240,310,112,65
1241,311,80,142
1242,311,120,79
1243,311,164,84
1244,311,487,310
1245,312,148,38
1246,312,4,39
1247,312,252,310
1248,312,63,70
1249,313,62,84
1250,313,68,126
1251,313,54,109
1252,313,113,83
1253,314,2,0
1254,314,19,22
1255,314,73,188
1256,314,88,20
1257,315,269,193
1258,315,118,109
1259,315,274,283
1260,315,72,7
1261,316,33,49
1262,316,42,67
1263,316,255,127
1264,316,138,154
1265,317,229,161
1266,317,147,149
1267,317,129,109
1268,317,202,98
1269,318,118,124
1270,318,101,152
1271,318,98,92
1272,318,73,163
1273,319,148,11
1274,319,65,145
1275,319,52,31
1276,319,92,97
1277,320,15,17
1278,320,296,344
1279,320,203,107
1280,320,29,2
1281,321,273,308
1282,321,206,260
1283,321,124,259
1284,321,16,1
1285,322,130,128
1286,322,56,91
1287,322,37,72
1288,322,70,119
1289,323,127,100
1290,323,10,29
1291,323,125,59
1292,323,121,182
1293,324,269,300
1294,324,78,28
1295,324,71,260
1296,324,45,66
1297,325,138,183
1298,325,78,185
1299,325,45,85
1300,325,279,231
1301,326,137,139
1302,326,308,891
1303,326,32,34
1304,326,81,43
1305,327,149,155
1306,327,182,382
1307,327,53,59
1308,327,66,89
1309,328,76,92
1310,328,103,185
1311,328,127,91
1312,328,219,71
1313,329,168,55
1314,329,73,83
1315,329,168,176
1316,329,60,3
1317,330,229,336
1318,330,55,40
1319,330,153,37
1320,330,104,18
1321,331,239,81
1322,331,170,178
1323,331,134,152
1324,331,130,140
1325,332,209,252
1326,332,65,41
1327,332,18,13
1328,332,168,170
1329,333,21,13
1330,333,90,74
1331,333,315,488
1332,333,57,25
1333,334,134,200
1334,334,50,35
1335,334,17,62
1336,334,194,172
1337,335,10,27
1338,335,93,97
1339,335,55,28
1340,335,73,77
1341,336,92,91
1342,336,369,453
1343,336,89,59
1344,336,113,87
1345,337,57,129
1346,337,74,96
1347,337,106,166
1348,337,33,68
1349,338,195,52
1350,338,378,258
1351,338,147,73
1352,338,54,131
1353,339,35,69
1354,339,68,121
1355,339,59,47
1356,339,60,159
1357,340,172,207
1358,340,153,34
1359,340,46,80
1360,340,119,94
1361,341,293,334
1362,341,35,41
1363,341,265,162
1364,341,75,65
1365,342,41,4
1366,342,61,51
1367,342,454,167
1368,342,82,67
1369,343,89,67
1370,343,161,66
1371,343,124,241
1372,343,122,66
1373,344,479,658
1374,344,91,71
1375,344,192,88
1376,344,52,358
1377,345,174,100
1378,345,165,271
1379,345,147,151
1380,345,226,148
1381,346,157,107
1382,346,172,124
1383,346,113,76
1384,346,95,55
1385,347,25,17
1386,347,157,62
1387,347,161,62
1388,347,105,84
1389,348,86,123
1390,348,333,219
1391,348,31,79
1392,348,100,114
1393,349,291,416
1394,349,98,8
1395,349,35,97
1396,349,109,78
1397,350,76,67
1398,350,284,313
1399,350,126,106
1400,350,161,119
1401,351,90,89
1402,351,146,109
1403,351,190,142
1404,351,295,115
1405,352,112,107
1406,352,109,115
1407,352,210,205
1408,352,101,103
1409,353,327,186
1410,353,190,307
1411,353,99,60
1412,353,207,151
1413,354,45,105
1414,354,104,122
1415,354,97,82
1416,354,71,34
1417,355,93,146
1418,355,40,51
1419,355,116,95
1420,355,11,0
1421,356,133,345
1422,356,131,180
1423,356,273,316
1424,356,115,103
1425,357,122,103
1426,357,72,84
1427,357,110,118
1428,357,83,76
1429,358,64,52
1430,358,100,28
1431,358,88,81
1432,358,265,184
1433,359,118,151
1434,359,86,88
1435,359,145,168
1436,359,34,67
1437,360,49,174
1438,360,18,38
1439,360,104,73
1440,360,366,291
1441,361,102,86
1442,361,38,38
1443,361,30,30
1444,361,48,46
1445,362,30,33
1446,362,297,212
1447,362,152,157
1448,362,179,147
1449,363,16,11
1450,363,149,176
1451,363,11,14
1452,363,62,88
1453,364,130,22
1454,364,38,116
1455,364,220,220
1456,364,253,117
1457,365,59,82
1458,365,13,12
1459,365,189,194
1460,365,37,73
1461,366,131,202
1462,366,236,141
1463,366,167,106
1464,366,102,20
1465,367,203,135
1466,367,128,56
1467,367,194,162
1468,367,41,51
1469,368,210,239
1470,368,198,228
1471,368,237,110
1472,368,176,116
1473,369,14,10
1474,369,75,36
1475,369,31,77
1476,369,37,37
1477,370,57,106
1478,370,73,44
1479,370,104,26
1480,370,129,33
1481,371,100,178
1482,371,297,164
1483,371,109,51
1484,371,16,25
1485,372,143,61
1486,372,67,127
1487,372,55,115
1488,372,77,138
1489,373,114,160
1490,373,129,304
1491,373,44,30
1492,373,80,67
1493,374,94,26
1494,374,11,4
1495,374,64,88
1496,374,22,33
1497,375,172,175
1498,375,39,64
1499,375,91,107
1500,375,118,126
1501,376,114,176
1502,376,200,224
1503,376,216,327
1504,376,64,144
1505,377,191,309
1506,377,122,76
1507,377,135,77
1508,377,34,177
1509,378,35,61
1510,378,68,43
1511,378,151,77
1512,378,85,53
1513,379,325,192
1514,379,63,66
1515,379,19,74
1516,379,96,13
1517,380,197,143
1518,380,125,72
1519,380,129,65
1520,380,39,62
1521,381,108,84
1522,381,110,318
1523,381,229,100
1524,381,137,114
1525,382,71,21
1526,382,194,176
1527,382,29,24
1528,382,52,77
1529,383,66,54
1530,383,63,105
1531,383,125,101
1532,383,63,107
1533,384,209,188
1534,384,80,91
1535,384,113,169
1536,384,99,80
1537,385,30,19
1538,385,144,112
1539,385,129,89
1540,385,71,86
1541,386,122,200
1542,386,35,5
1543,386,303,339
1544,386,122,266
1545,387,121,43
1546,387,90,77
1547,387,80,157
1548,387,203,102
1549,388,94,99
1550,388,25,20
1551,388,27,36
1552,388,18,4
1553,389,126,80
1554,389,82,28
1555,389,123,133
1556,389,230,299
1557,390,73,114
1558,390,296,451
1559,390,144,89
1560,390,44,59
1561,391,17,24
1562,391,82,133
1563,391,250,105
1564,391,157,77
1565,392,92,155
1566,392,60,109
1567,392,1,4
1568,392,50,144
1569,393,139,264
1570,393,37,57
1571,393,5,17
1572,393,136,182
1573,394,218,168
1574,394,167,33
1575,394,104,91
1576,394,297,184
1577,395,39,291
1578,395,190,242
1579,395,309,250
1580,395,54,18
1581,396,17,32
1582,396,396,121
1583,396,13,0
1584,396,44,154
1585,397,120,68
1586,397,11,10
1587,397,110,103
1588,397,233,308
1589,398,32,61
1590,398,65,6
1591,398,104,256
1592,398,97,104
1593,399,79,62
1594,399,50,73
1595,399,138,76
1596,399,119,72
1597,400,217,366
1598,400,93,77
1599,400,78,73
1600,400,85,192
1601,401,74,100
1602,401,117,94
1603,401,61,43
1604,401,243,183
1605,402,237,141
1606,402,29,26
1607,402,131,105
1608,402,141,137
1609,403,114,32
1610,403,29,85
1611,403,24,24
1612,403,150,234
1613,404,9,24
1614,404,149,62
1615,404,101,42
1616,404,167,224
1617,405,142,171
1618,405,31,71
1619,405,61,63
1620,405,13,16
1621,406,71,33
1622,406,205,160
1623,406,86,66
1624,406,146,172
1625,407,198,83
1626,407,337,250
1627,407,106,95
1628,407,0,6
1629,408,25,16
1630,408,93,102
1631,408,11,2
1632,408,51,98
1633,409,80,146
1634,409,72,46
1635,409,199,176
1636,409,122,92
1637,410,145,392
1638,410,222,195
1639,410,165,106
1640,410,22,50
1641,411,76,60
1642,411,188,157
1643,411,238,68
1644,411,185,34
1645,412,40,53
1646,412,24,30
1647,412,95,81
1648,412,180,181
1649,413,43,8
1650,413,46,171
1651,413,221,262
1652,413,69,60
1653,414,8,90
1654,414,155,215
1655,414,283,236
1656,414,10,4
1657,415,39,2
1658,415,208,242
